"","SEQN","INDFMMPI","INDFMMPC","INQ300","IND310"
"1399",131776,2.8,3,1,NA
"1400",131777,2.59,3,2,2
"1401",131778,1.11,1,2,4
"1402",131779,0.6,1,2,1
"1403",131780,NA,NA,NA,NA
"1404",131781,0.92,1,2,1
"1405",131782,NA,3,1,NA
"1406",131783,3.86,3,2,1
"1407",131784,2.22,3,2,1
"1408",131785,5,3,1,NA
"1409",131786,5,3,1,NA
"1410",131787,1.77,2,2,1
"1411",131788,0.68,1,2,1
"1412",131789,NA,3,2,99
"1413",131790,4.17,3,2,3
"1414",131791,1.48,2,2,3
"1415",131792,1.45,2,1,NA
"1416",131793,1.15,1,2,1
"1417",131794,0.27,1,2,1
"1418",131795,NA,7,7,NA
"1419",131796,1.95,3,2,4
"1420",131797,NA,3,1,NA
"1421",131798,2.69,3,2,1
"1422",131799,1.12,1,2,1
"1423",131800,2.07,3,2,1
"1424",131801,1.04,1,2,1
"1425",131802,5,3,1,NA
"1426",131803,NA,3,1,NA
"1427",131804,5,3,1,NA
"1428",131805,0.92,1,2,1
"1429",131806,NA,NA,NA,NA
"1430",131807,NA,1,2,1
"1431",131808,NA,3,1,NA
"1432",131809,0.78,1,2,1
"1433",131810,1.2,1,2,1
"1434",131811,NA,NA,NA,NA
"1435",131812,1.12,1,1,NA
"1436",131813,NA,3,1,NA
"1437",131814,5,3,2,1
"1438",131815,NA,1,1,NA
"1439",131816,3.7,3,1,NA
"1440",131817,NA,NA,NA,NA
"1441",131818,2.61,3,1,NA
"1442",131819,NA,NA,NA,NA
"1443",131820,1.71,2,1,NA
"1444",131821,1.9,3,1,NA
"1445",131822,5,3,1,NA
"1446",131823,3.97,3,1,NA
"1447",131824,NA,2,2,2
"1448",131825,NA,1,2,1
"1449",131826,0,1,2,1
"1450",131827,1.81,2,2,2
"1451",131828,NA,2,2,3
"1452",131829,1.56,2,2,1
"1453",131830,NA,3,1,NA
"1454",131831,1.4,2,1,NA
"1455",131832,NA,NA,NA,NA
"1456",131833,1.77,2,2,4
"1457",131834,0.53,1,2,1
"1458",131835,NA,NA,NA,NA
"1459",131836,1.49,2,2,1
"1460",131837,3.04,3,1,NA
"1461",131838,1.19,1,2,1
"1462",131839,1.51,2,1,NA
"1463",131840,1.8,2,1,NA
"1464",131841,2.62,3,1,NA
"1465",131842,4.24,3,2,4
"1466",131843,NA,NA,NA,NA
"1467",131844,2.19,3,2,1
"1468",131845,0.59,1,2,1
"1469",131846,0.48,1,2,1
"1470",131847,5,3,1,NA
"1471",131848,1.82,2,1,NA
"1472",131849,3.97,3,2,99
"1473",131850,1,1,2,1
"1474",131851,5,3,1,NA
"1475",131852,0,1,2,1
"1476",131853,3.23,3,1,NA
"1477",131854,1.15,1,2,2
"1478",131855,5,3,1,NA
"1479",131856,1.82,2,2,3
"1480",131857,NA,NA,NA,NA
"1481",131858,1.11,1,2,1
"1482",131859,4.1,3,1,NA
"1483",131860,NA,NA,NA,NA
"1484",131861,1.26,1,2,1
"1485",131862,2.59,3,2,3
"1486",131863,NA,NA,NA,NA
"1487",131864,5,3,1,NA
"1488",131865,NA,3,1,NA
"1489",131866,NA,NA,NA,NA
"1490",131867,5,3,1,NA
"1491",131868,NA,3,2,1
"1492",131869,1.21,1,2,1
"1493",131870,2.43,3,1,NA
"1494",131871,0,1,2,1
"1495",131872,NA,1,2,1
"1496",131873,0.86,1,2,1
"1497",131874,5,3,1,NA
"1498",131875,1.49,2,1,NA
"1499",131876,5,3,1,NA
"1500",131877,3.53,3,1,NA
"1501",131878,2.59,3,1,NA
"1502",131879,NA,NA,NA,NA
"1503",131880,0.62,1,2,1
"1504",131881,2.16,3,1,NA
"1505",131882,NA,NA,NA,NA
"1506",131883,1.64,2,2,1
"1507",131884,3.38,3,1,NA
"1508",131885,1.35,2,2,1
"1509",131886,5,3,1,NA
"1510",131887,NA,3,9,NA
"1511",131888,1.64,2,2,1
"1512",131889,2.07,3,2,4
"1513",131890,NA,9,9,NA
"1514",131891,3.91,3,2,3
"1515",131892,1.73,2,1,NA
"1516",131893,0.6,1,2,1
"1517",131894,2.86,3,1,NA
"1518",131895,0.86,1,2,5
"1519",131896,1.96,3,1,NA
"1520",131897,NA,NA,NA,NA
"1521",131898,NA,3,2,4
"1522",131899,3.41,3,1,NA
"1523",131900,2.05,3,2,3
"1524",131901,NA,NA,NA,NA
"1525",131902,3.26,3,2,4
"1526",131903,NA,1,9,NA
"1527",131904,3.28,3,1,NA
"1528",131905,0.31,1,2,1
"1529",131906,0.12,1,1,NA
"1530",131907,0.89,1,2,1
"1531",131908,NA,NA,NA,NA
"1532",131909,NA,2,2,2
"1533",131910,5,3,1,NA
"1534",131911,3.36,3,2,3
"1535",131912,1.31,2,2,1
"1536",131913,NA,3,9,NA
"1537",131914,3.13,3,2,1
"1538",131915,2.43,3,2,1
"1539",131916,NA,NA,NA,NA
"1540",131917,NA,NA,NA,NA
"1541",131918,4.32,3,1,NA
"1542",131919,0.63,1,2,1
"1543",131920,5,3,1,NA
"1544",131921,NA,NA,NA,NA
"1545",131922,0.66,1,2,1
"1546",131923,0.71,1,2,1
"1547",131924,0.48,1,2,1
"1548",131925,1.64,2,2,1
"1549",131926,3.38,3,1,NA
"1550",131927,2.38,3,9,NA
"1551",131928,1.3,1,1,NA
"1552",131929,0.83,1,2,1
"1553",131930,0.68,1,2,1
"1554",131931,NA,NA,NA,NA
"1555",131932,0.79,1,2,1
"1556",131933,0.41,1,2,1
"1557",131934,0.33,1,2,1
"1558",131935,3.14,3,2,3
"1559",131936,3.44,3,2,1
"1560",131937,0.92,1,2,1
"1561",131938,NA,3,2,1
"1562",131939,5,3,1,NA
"1563",131940,3.39,3,1,NA
"1564",131941,1.04,1,2,1
"1565",131942,0,1,2,1
"1566",131943,NA,NA,NA,NA
"1567",131944,NA,3,1,NA
"1568",131945,NA,3,2,1
"1569",131946,4.78,3,1,NA
"1570",131947,2.9,3,2,3
"1571",131948,2.64,3,1,NA
"1572",131949,4.83,3,1,NA
"1573",131950,4.1,3,2,2
"1574",131951,2.55,3,1,NA
"1575",131952,NA,1,2,1
"1576",131953,1.22,1,1,NA
"1577",131954,1.41,2,2,1
"1578",131955,0.86,1,2,1
"1579",131956,NA,NA,NA,NA
"1580",131957,1.3,1,2,1
"1581",131958,0.88,1,2,4
"1582",131959,NA,NA,NA,NA
"1583",131960,1.12,1,2,1
"1584",131961,NA,3,7,NA
"1585",131962,0.83,1,2,1
"1586",131963,NA,1,2,1
"1587",131964,NA,NA,NA,NA
"1588",131965,1.59,2,7,NA
"1589",131966,3.87,3,2,5
"1590",131967,2.66,3,2,1
"1591",131968,1.77,2,1,NA
"1592",131969,5,3,1,NA
"1593",131970,1.86,3,2,1
"1594",131971,1.49,2,9,NA
"1595",131972,NA,1,2,1
"1596",131973,0.92,1,2,1
"1597",131974,2.47,3,2,1
"1598",131975,4.59,3,1,NA
"1599",131976,1.86,3,1,NA
"1600",131977,NA,3,7,NA
"1601",131978,3.41,3,2,2
"1602",131979,4.32,3,1,NA
"1603",131980,NA,2,2,1
"1604",131981,NA,NA,NA,NA
"1605",131982,0.67,1,2,1
"1606",131983,NA,NA,NA,NA
"1607",131984,5,3,1,NA
"1608",131985,NA,NA,NA,NA
"1609",131986,2.71,3,2,3
"1610",131987,3.44,3,2,2
"1611",131988,4.26,3,2,1
"1612",131989,NA,9,1,NA
"1613",131990,0,1,1,NA
"1614",131991,0.98,1,2,2
"1615",131992,3.04,3,1,NA
"1616",131993,NA,1,2,1
"1617",131994,5,3,1,NA
"1618",131995,NA,NA,NA,NA
"1619",131996,3.6,3,2,1
"1620",131997,0.71,1,1,NA
"1621",131998,NA,NA,NA,NA
"1622",131999,1.51,2,2,1
"1623",132000,0,1,2,1
"1624",132001,3.96,3,1,NA
"1625",132002,2.05,3,2,1
"1626",132003,NA,2,2,1
"1627",132004,0.67,1,2,1
"1628",132005,0.45,1,2,1
"1629",132006,2.9,3,2,1
"1630",132007,1.97,3,2,1
"1631",132008,0.9,1,2,1
"1632",132009,NA,3,1,NA
"1633",132010,5,3,1,NA
"1634",132011,NA,NA,NA,NA
"1635",132012,0.92,1,2,1
"1636",132013,5,3,1,NA
"1637",132014,0.78,1,2,1
"1638",132015,1.12,1,2,1
"1639",132016,NA,NA,NA,NA
"1640",132017,5,3,1,NA
"1641",132018,5,3,1,NA
"1642",132019,2.86,3,1,NA
"1643",132020,0.25,1,2,1
"1644",132021,5,3,1,NA
"1645",132022,NA,NA,NA,NA
"1646",132023,1.16,1,2,1
"1647",132024,0.18,1,2,1
"1648",132025,NA,NA,NA,NA
"1649",132026,NA,3,1,NA
"1650",132027,2,3,1,NA
"1651",132028,NA,3,1,NA
"1652",132029,NA,3,1,NA
"1653",132030,5,3,1,NA
"1654",132031,3,3,2,3
"1655",132032,5,3,1,NA
"1656",132033,4,3,2,2
"1657",132034,NA,NA,NA,NA
"1658",132035,NA,3,1,NA
"1659",132036,NA,NA,NA,NA
"1660",132037,3.97,3,1,NA
"1661",132038,0.94,1,2,1
"1662",132039,0.6,1,2,1
"1663",132040,2.14,3,2,2
"1664",132041,NA,2,2,4
"1665",132042,NA,NA,NA,NA
"1666",132043,3.7,3,2,3
"1667",132044,0.97,1,2,5
"1668",132045,5,3,1,NA
"1669",132046,5,3,1,NA
"1670",132047,3.51,3,1,NA
"1671",132048,1.3,1,2,1
"1672",132049,3.65,3,1,NA
"1673",132050,1.34,2,2,1
"1674",132051,NA,3,2,1
"1675",132052,5,3,1,NA
"1676",132053,5,3,1,NA
"1677",132054,NA,NA,NA,NA
"1678",132055,2.43,3,1,NA
"1679",132056,0.59,1,2,2
"1680",132057,0.86,1,2,1
"1681",132058,NA,3,1,NA
"1682",132059,NA,1,2,1
"1683",132060,4.83,3,1,NA
"1684",132061,2.63,3,1,NA
"1685",132062,5,3,1,NA
"1686",132063,1.38,2,1,NA
"1687",132064,5,3,2,1
"1688",132065,NA,NA,NA,NA
"1689",132066,0.64,1,9,NA
"1690",132067,2.06,3,1,NA
"1691",132068,0.87,1,2,1
"1692",132069,1.37,2,2,1
"1693",132070,NA,1,2,1
"1694",132071,5,3,1,NA
"1695",132072,2.47,3,2,1
"1696",132073,2.62,3,1,NA
"1697",132074,1.97,3,2,1
"1698",132075,1.44,2,1,NA
"1699",132076,1.85,2,1,NA
"1700",132077,2.43,3,2,1
"1701",132078,0.69,1,2,2
"1702",132079,3.93,3,1,NA
"1703",132080,1.64,2,1,NA
"1704",132081,1.71,2,2,3
"1705",132082,NA,NA,NA,NA
"1706",132083,NA,1,2,2
"1707",132084,5,3,1,NA
"1708",132085,NA,NA,NA,NA
"1709",132086,1.48,2,2,1
"1710",132087,NA,NA,NA,NA
"1711",132088,0.79,1,2,1
"1712",132089,4.43,3,1,NA
"1713",132090,2.65,3,2,2
"1714",132091,5,3,1,NA
"1715",132092,0.84,1,2,1
"1716",132093,5,3,1,NA
"1717",132094,4.26,3,2,5
"1718",132095,NA,3,1,NA
"1719",132096,NA,NA,NA,NA
"1720",132097,4.1,3,1,NA
"1721",132098,3.09,3,1,NA
"1722",132099,NA,1,2,1
"1723",132100,2.34,3,1,NA
"1724",132101,5,3,1,NA
"1725",132102,2.9,3,2,3
"1726",132103,5,3,1,NA
"1727",132104,2.39,3,1,NA
"1728",132105,0.94,1,2,1
"1729",132106,2.61,3,2,4
"1730",132107,0.79,1,2,1
"1731",132108,NA,NA,NA,NA
"1732",132109,1.78,2,1,NA
"1733",132110,1.32,2,2,1
"1734",132111,NA,NA,NA,NA
"1735",132112,NA,2,1,NA
"1736",132113,1.97,3,2,4
"1737",132114,NA,NA,NA,NA
"1738",132115,NA,NA,NA,NA
"1739",132116,3.7,3,1,NA
"1740",132117,0.18,1,2,1
"1741",132118,NA,NA,NA,NA
"1742",132119,4.82,3,1,NA
"1743",132120,3.03,3,1,NA
"1744",132121,0.77,1,2,1
"1745",132122,5,3,1,NA
"1746",132123,NA,NA,NA,NA
"1747",132124,NA,NA,NA,NA
"1748",132125,1.98,3,2,1
"1749",132126,NA,NA,NA,NA
"1750",132127,5,3,1,NA
"1751",132128,5,3,1,NA
"1752",132129,0.04,1,2,1
"1753",132130,1.71,2,1,NA
"1754",132131,3.46,3,1,NA
"1755",132132,NA,NA,NA,NA
"1756",132133,5,3,1,NA
"1757",132134,2.13,3,1,NA
"1758",132135,1.32,2,2,4
"1759",132136,NA,NA,NA,NA
"1760",132137,1.45,2,1,NA
"1761",132138,NA,9,2,1
"1762",132139,0.74,1,2,1
"1763",132140,NA,9,2,1
"1764",132141,NA,3,1,NA
"1765",132142,0.68,1,2,1
"1766",132143,NA,1,2,1
"1767",132144,1.47,2,2,1
"1768",132145,0,1,1,NA
"1769",132146,3.2,3,1,NA
"1770",132147,0,1,1,NA
"1771",132148,3.1,3,1,NA
"1772",132149,2.62,3,1,NA
"1773",132150,5,3,1,NA
"1774",132151,5,3,1,NA
"1775",132152,1.3,1,1,NA
"1776",132153,1.41,2,2,1
"1777",132154,NA,3,1,NA
"1778",132155,NA,3,2,2
"1779",132156,NA,2,1,NA
"1780",132157,1.47,2,2,1
"1781",132158,1.57,2,2,5
"1782",132159,5,3,1,NA
"1783",132160,0.55,1,2,1
"1784",132161,3.89,3,1,NA
"1785",132162,0.83,1,2,1
"1786",132163,4.87,3,2,77
"1787",132164,NA,1,2,1
"1788",132165,5,3,1,NA
"1789",132166,5,3,1,NA
"1790",132167,NA,NA,NA,NA
"1791",132168,3.83,3,2,1
"1792",132169,3.08,3,1,NA
"1793",132170,NA,NA,NA,NA
"1794",132171,1.2,1,2,1
"1795",132172,0.88,1,1,NA
"1796",132173,4,3,1,NA
"1797",132174,1.89,3,2,2
"1798",132175,1.54,2,2,1
"1799",132176,NA,3,2,1
"1800",132177,4.94,3,2,1
"1801",132178,0.93,1,2,1
"1802",132179,3.04,3,2,2
"1803",132180,5,3,1,NA
"1804",132181,5,3,1,NA
"1805",132182,0.99,1,2,5
"1806",132183,NA,NA,NA,NA
"1807",132184,NA,9,2,1
"1808",132185,3.28,3,2,1
"1809",132186,NA,7,7,NA
"1810",132187,0.79,1,2,1
"1811",132188,NA,1,2,1
"1812",132189,0,1,1,NA
"1813",132190,3.04,3,2,1
"1814",132191,1.97,3,2,1
"1815",132192,NA,2,1,NA
"1816",132193,1.15,1,2,1
"1817",132194,0.49,1,2,1
"1818",132195,1.85,2,2,3
"1819",132196,1.45,2,2,3
"1820",132197,5,3,1,NA
"1821",132198,2.8,3,1,NA
"1822",132199,2.73,3,2,1
"1823",132200,NA,1,2,1
"1824",132201,1.83,2,1,NA
"1825",132202,5,3,1,NA
"1826",132203,1.77,2,2,1
"1827",132204,1.11,1,2,1
"1828",132205,4.1,3,1,NA
"1829",132206,3.6,3,1,NA
"1830",132207,3.23,3,1,NA
"1831",132208,4,3,1,NA
"1832",132209,3.01,3,1,NA
"1833",132210,3.6,3,1,NA
"1834",132211,0.97,1,2,1
"1835",132212,5,3,1,NA
"1836",132213,NA,NA,NA,NA
"1837",132214,0.09,1,2,1
"1838",132215,3.46,3,2,3
"1839",132216,1.76,2,2,3
"1840",132217,3.07,3,2,1
"1841",132218,NA,NA,NA,NA
"1842",132219,1.37,2,2,1
"1843",132220,1.98,3,2,1
"1844",132221,1.37,2,2,1
"1845",132222,NA,NA,NA,NA
"1846",132223,NA,NA,NA,NA
"1847",132224,3,3,1,NA
"1848",132225,NA,NA,NA,NA
"1849",132226,1.77,2,2,1
"1850",132227,0.92,1,2,1
"1851",132228,NA,NA,NA,NA
"1852",132229,NA,3,2,77
"1853",132230,NA,NA,NA,NA
"1854",132231,2.21,3,2,1
"1855",132232,0.78,1,2,1
"1856",132233,2.81,3,1,NA
"1857",132234,0.04,1,2,1
"1858",132235,1.83,2,1,NA
"1859",132236,1.59,2,1,NA
"1860",132237,3.86,3,1,NA
"1861",132238,3.91,3,1,NA
"1862",132239,2.06,3,2,1
"1863",132240,4.42,3,2,2
